sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,2007,683,64.6525,-165.29806,30,75,14.3
Acanthis flammea,2007,683,64.6525,-165.29806,30,74,14.6
Acanthis flammea,2007,683,64.6525,-165.29806,30,73,12.3
Acanthis flammea,2007,683,64.6525,-165.29806,30,72,14.4
Acanthis flammea,2007,683,64.6525,-165.29806,30,74,12.6
Acanthis flammea,2007,683,64.6525,-165.29806,30,73,13
Acanthis flammea,2007,683,64.6525,-165.29806,30,70,12.8
Acanthis flammea,2007,683,64.6525,-165.29806,30,74,13.6
Acanthis flammea,2007,683,64.6525,-165.29806,30,74,12.7
Acanthis flammea,2007,683,64.6525,-165.29806,30,77,12.7
Acanthis flammea,2007,683,64.6525,-165.29806,30,76,13.4
Acanthis flammea,2007,683,64.6525,-165.29806,30,72,12.9
Acanthis flammea,2007,683,64.6525,-165.29806,30,75,12.8
Acanthis flammea,2007,683,64.6525,-165.29806,30,72,14.1
Acanthis flammea,2007,683,64.6525,-165.29806,30,72,12.9
Acanthis flammea,2007,683,64.6525,-165.29806,30,75,13.1
Acanthis flammea,2007,684,64.66556,-165.30139,30,73,12.9
Acanthis flammea,2007,684,64.66556,-165.30139,30,73,11.6
Acanthis flammea,2007,684,64.66556,-165.30139,30,73,11.8
Acanthis flammea,2007,684,64.66556,-165.30139,30,73,12.2
Acanthis flammea,2007,684,64.66556,-165.30139,30,72,12.9
Acanthis flammea,2007,684,64.66556,-165.30139,30,74,12.1
Acanthis flammea,2007,684,64.66556,-165.30139,30,71,12.7
Acanthis flammea,2007,684,64.66556,-165.30139,30,73,11.8
Acanthis flammea,2007,684,64.66556,-165.30139,30,75,13.3
Acanthis flammea,2007,684,64.66556,-165.30139,30,74,13.2
Acanthis flammea,2007,735,64.585,-165.66944,30,72,12.4
Acanthis flammea,2007,735,64.585,-165.66944,30,73,13.5
Acanthis flammea,2007,735,64.585,-165.66944,30,76,14.9
Acanthis flammea,2007,735,64.585,-165.66944,30,74,13.4
Acanthis flammea,2007,735,64.585,-165.66944,30,73,13.3
Acanthis flammea,2007,735,64.585,-165.66944,30,74,14.2
Acanthis flammea,2007,735,64.585,-165.66944,30,74,13.6
Acanthis flammea,2007,735,64.585,-165.66944,30,75,12.8
Acanthis flammea,2007,735,64.585,-165.66944,30,73,12.5
Acanthis flammea,2007,735,64.585,-165.66944,30,76,13.9
Acanthis flammea,2007,735,64.585,-165.66944,30,74,13
Acanthis flammea,2007,735,64.585,-165.66944,30,67,11.5
Acanthis flammea,2007,735,64.585,-165.66944,30,74,12.7
Acanthis flammea,2007,735,64.585,-165.66944,30,75,12.5
Acanthis flammea,2007,735,64.585,-165.66944,30,70,11.9
Acanthis flammea,2007,735,64.585,-165.66944,30,71,13.9
Acanthis flammea,2007,735,64.585,-165.66944,30,74,13.5
Acanthis flammea,2007,735,64.585,-165.66944,30,73,13.3
Acanthis flammea,2007,735,64.585,-165.66944,30,72,13.2
Acanthis flammea,2007,735,64.585,-165.66944,30,74,13
Acanthis flammea,2007,735,64.585,-165.66944,30,72,11.9
Acanthis flammea,2007,735,64.585,-165.66944,30,73,12.1
Acanthis flammea,2007,824,69.36444,-152.11861,81,72,13.7
Acanthis flammea,2007,824,69.36444,-152.11861,81,72,13.9
Acanthis flammea,2007,824,69.36444,-152.11861,81,72,13.4
Acanthis flammea,2007,824,69.36444,-152.11861,81,71,12.4
Acanthis flammea,2007,824,69.36444,-152.11861,81,72,12.5
Acanthis flammea,2007,824,69.36444,-152.11861,81,70,14.2
Acanthis flammea,2007,824,69.36444,-152.11861,81,72,13.1
